#                                                                                                                                                                      $
#      ENTRAF is free for academic/noncommercial use                                                                                                                   $
#                                                                                                                                                                      $
#      User is not entitled to change or erase data sets of the ENTRAF database or to eliminate copyright notices from ENTRAF. Furthermore                             $
#      user is not entitled to expand ENTRAF or to integrate ENTRAF partly or as a whole into other databank systems     without prior written consent                 $
#      from IIMAS-UNAM.                                                                                                                                                $
#                                                                                                                                                                      $
# Citation                                                                                                                                                             $
#      Tenorio-Salgado   S. et al (2025) ENcyclopedia of TRAnscription Factors in Bacteria and Archaea genomes (ENTRAF) version 2.0.                                   $
#                                                                                                                                                                      $
# Contact                                                                                                                                                              $
#                                                                                                                                                                      $
#      ENTRAF Team                                                                                                                                                     $
#      Web Page: entraf.iimas.unam.mx                                                                                                                                  $
#      (ernesto.perez@iimas.unam.mx)                                                                                                                                   $
#                                                                                                                                                                      $
# Release: 2.0. Date: XX/XX/2025                                                                                                                                       $
# Interproscan annotations
#
ENTRAF_ID	PROTEIN_ID	LENGTH	PROGRAM	IDENTIFICATOR	FUNCTION	START	END	EVALUE	INTERPRO_ID	INTERPRO_FUNCTION	GO annotation
ENTRAF1321	C8WQP8	257	Gene3D	G3DSA:1.10.10.10	-	1	74	2.60E-23	IPR036388	Winged helix-like DNA-binding domain superfamily	-
ENTRAF1321	C8WQP8	257	CDD	cd00090	HTH_ARSR	13	68	1.02E-05	IPR011991	ArsR-like helix-turn-helix domain	-
ENTRAF1321	C8WQP8	257	SMART	SM00346	iclrneu	5	96	6.90E-16	IPR005471	"Transcription regulator IclR, N-terminal"	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF1321	C8WQP8	257	ProSiteProfiles	PS51077	IclR-type HTH domain profile.	5	68	18.025829	IPR005471	"Transcription regulator IclR, N-terminal"	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF1321	C8WQP8	257	Pfam	PF01614	Bacterial transcriptional regulator IclR C-terminal	81	248	1.40E-30	IPR014757	"Transcription regulator IclR, C-terminal"	-
ENTRAF1321	C8WQP8	257	Gene3D	G3DSA:3.30.450.40	-	75	257	3.10E-51	IPR029016	GAF-like domain superfamily	-
ENTRAF1321	C8WQP8	257	ProSiteProfiles	PS51078	IclR effector binding domain profile.	69	253	36.083633	IPR014757	"Transcription regulator IclR, C-terminal"	-
ENTRAF1321	C8WQP8	257	PANTHER	PTHR30136	"HELIX-TURN-HELIX TRANSCRIPTIONAL REGULATOR, ICLR FAMILY"	3	249	2.00E-50	IPR050707	HTH-type Transcriptional Regulators in Metabolic Pathways	GO:0003677(PANTHER)|GO:0003700(PANTHER)|GO:0045892(PANTHER)
ENTRAF1322	Q9I2A1	267	Gene3D	G3DSA:3.30.450.40	-	88	264	2.20E-38	IPR029016	GAF-like domain superfamily	-
ENTRAF1322	Q9I2A1	267	PANTHER	PTHR30136	"HELIX-TURN-HELIX TRANSCRIPTIONAL REGULATOR, ICLR FAMILY"	1	260	1.40E-50	IPR050707	HTH-type Transcriptional Regulators in Metabolic Pathways	GO:0003677(PANTHER)|GO:0003700(PANTHER)|GO:0045892(PANTHER)
ENTRAF1322	Q9I2A1	267	FunFam	G3DSA:1.10.10.10:FF:000752	IclR family transcriptional regulator	13	87	4.70E-50	-	-	-
ENTRAF1322	Q9I2A1	267	ProSiteProfiles	PS51077	IclR-type HTH domain profile.	16	78	15.46797	IPR005471	"Transcription regulator IclR, N-terminal"	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF1322	Q9I2A1	267	ProSiteProfiles	PS51078	IclR effector binding domain profile.	79	261	29.645674	IPR014757	"Transcription regulator IclR, C-terminal"	-
ENTRAF1322	Q9I2A1	267	Pfam	PF01614	Bacterial transcriptional regulator IclR C-terminal	86	257	1.10E-20	IPR014757	"Transcription regulator IclR, C-terminal"	-
ENTRAF1322	Q9I2A1	267	Pfam	PF09339	IclR helix-turn-helix domain	18	68	2.20E-10	IPR005471	"Transcription regulator IclR, N-terminal"	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF1322	Q9I2A1	267	SUPERFAMILY	SSF55781	GAF domain-like	82	261	5.69E-39	-	-	-
ENTRAF1322	Q9I2A1	267	Gene3D	G3DSA:1.10.10.10	-	13	87	7.90E-17	IPR036388	Winged helix-like DNA-binding domain superfamily	-
ENTRAF1322	Q9I2A1	267	SMART	SM00346	iclrneu	16	106	6.80E-20	IPR005471	"Transcription regulator IclR, N-terminal"	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF1322	Q9I2A1	267	FunFam	G3DSA:3.30.450.40:FF:000091	IclR family transcriptional regulator	88	264	1.40E-111	-	-	-
ENTRAF1322	Q9I2A1	267	SUPERFAMILY	SSF46785	Winged helix DNA-binding domain	16	90	9.39E-15	IPR036390	Winged helix DNA-binding domain superfamily	-
ENTRAF1323	Q9Z4X2	524	SMART	SM00346	iclrneu	299	388	1.30E-21	IPR005471	"Transcription regulator IclR, N-terminal"	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF1323	Q9Z4X2	524	SMART	SM00346	iclrneu	15	104	1.70E-05	IPR005471	"Transcription regulator IclR, N-terminal"	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF1323	Q9Z4X2	524	Gene3D	G3DSA:1.10.10.10	-	9	83	9.70E-16	IPR036388	Winged helix-like DNA-binding domain superfamily	-
ENTRAF1323	Q9Z4X2	524	ProSiteProfiles	PS51078	IclR effector binding domain profile.	77	270	23.809063	IPR014757	"Transcription regulator IclR, C-terminal"	-
ENTRAF1323	Q9Z4X2	524	Pfam	PF09339	IclR helix-turn-helix domain	301	348	3.60E-07	IPR005471	"Transcription regulator IclR, N-terminal"	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF1323	Q9Z4X2	524	Pfam	PF09339	IclR helix-turn-helix domain	18	68	2.10E-06	IPR005471	"Transcription regulator IclR, N-terminal"	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF1323	Q9Z4X2	524	SUPERFAMILY	SSF55781	GAF domain-like	80	268	7.19E-24	-	-	-
ENTRAF1323	Q9Z4X2	524	FunFam	G3DSA:3.30.450.40:FF:000111	IclR family transcriptional regulator	369	442	6.80E-46	-	-	-
ENTRAF1323	Q9Z4X2	524	Pfam	PF01614	Bacterial transcriptional regulator IclR C-terminal	370	441	1.20E-05	IPR014757	"Transcription regulator IclR, C-terminal"	-
ENTRAF1323	Q9Z4X2	524	Pfam	PF01614	Bacterial transcriptional regulator IclR C-terminal	442	507	3.70E-10	IPR014757	"Transcription regulator IclR, C-terminal"	-
ENTRAF1323	Q9Z4X2	524	Pfam	PF01614	Bacterial transcriptional regulator IclR C-terminal	85	262	1.40E-06	IPR014757	"Transcription regulator IclR, C-terminal"	-
ENTRAF1323	Q9Z4X2	524	SUPERFAMILY	SSF46785	Winged helix DNA-binding domain	18	87	1.43E-08	IPR036390	Winged helix DNA-binding domain superfamily	-
ENTRAF1323	Q9Z4X2	524	FunFam	G3DSA:1.10.10.10:FF:000056	IclR family transcriptional regulator	296	367	9.30E-19	-	-	-
ENTRAF1323	Q9Z4X2	524	MobiDBLite	mobidb-lite	consensus disorder prediction	171	191	-	-	-	-
ENTRAF1323	Q9Z4X2	524	Gene3D	G3DSA:3.30.450.40	-	443	515	3.90E-19	IPR029016	GAF-like domain superfamily	-
ENTRAF1323	Q9Z4X2	524	Gene3D	G3DSA:3.30.450.40	-	369	442	1.70E-15	IPR029016	GAF-like domain superfamily	-
ENTRAF1323	Q9Z4X2	524	SUPERFAMILY	SSF46785	Winged helix DNA-binding domain	299	368	5.45E-10	IPR036390	Winged helix DNA-binding domain superfamily	-
ENTRAF1323	Q9Z4X2	524	ProSiteProfiles	PS51077	IclR-type HTH domain profile.	15	83	12.669155	IPR005471	"Transcription regulator IclR, N-terminal"	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF1323	Q9Z4X2	524	Gene3D	G3DSA:1.10.10.10	-	288	366	3.30E-16	IPR036388	Winged helix-like DNA-binding domain superfamily	-
ENTRAF1323	Q9Z4X2	524	ProSiteProfiles	PS51077	IclR-type HTH domain profile.	299	360	13.503239	IPR005471	"Transcription regulator IclR, N-terminal"	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF1323	Q9Z4X2	524	ProSiteProfiles	PS51078	IclR effector binding domain profile.	361	514	26.426695	IPR014757	"Transcription regulator IclR, C-terminal"	-
ENTRAF1323	Q9Z4X2	524	SUPERFAMILY	SSF55781	GAF domain-like	370	512	3.29E-31	-	-	-
ENTRAF1323	Q9Z4X2	524	Gene3D	G3DSA:3.30.450.40	-	84	271	8.30E-38	IPR029016	GAF-like domain superfamily	-
ENTRAF1323	Q9Z4X2	524	PANTHER	PTHR30136	"HELIX-TURN-HELIX TRANSCRIPTIONAL REGULATOR, ICLR FAMILY"	289	512	2.70E-141	IPR050707	HTH-type Transcriptional Regulators in Metabolic Pathways	GO:0003677(PANTHER)|GO:0003700(PANTHER)|GO:0045892(PANTHER)
ENTRAF1324	O33927	197	NCBIfam	TIGR00498	transcriptional repressor LexA	1	197	9.60E-82	IPR006200	Transcription regulator LexA	GO:0004252(InterPro)|GO:0009432(InterPro)|GO:0045892(InterPro)
ENTRAF1324	O33927	197	SUPERFAMILY	SSF46785	Winged helix DNA-binding domain	3	68	2.28E-19	IPR036390	Winged helix DNA-binding domain superfamily	-
ENTRAF1324	O33927	197	FunFam	G3DSA:2.10.109.10:FF:000001	LexA repressor	74	197	2.70E-42	-	-	-
ENTRAF1324	O33927	197	Gene3D	G3DSA:1.10.10.10	-	2	67	3.30E-24	IPR036388	Winged helix-like DNA-binding domain superfamily	-
ENTRAF1324	O33927	197	SUPERFAMILY	SSF51306	LexA/Signal peptidase	74	195	4.53E-33	IPR036286	LexA/Signal peptidase-like superfamily	-
ENTRAF1324	O33927	197	CDD	cd06529	S24_LexA-like	111	191	5.75E-23	IPR039418	LexA-like	-
ENTRAF1324	O33927	197	PANTHER	PTHR33516	LEXA REPRESSOR	1	196	1.20E-75	IPR050077	LexA repressor	-
ENTRAF1324	O33927	197	Pfam	PF01726	LexA DNA binding domain	1	64	7.40E-24	IPR006199	"LexA repressor, DNA-binding domain"	GO:0004252(InterPro)|GO:0006508(InterPro)
ENTRAF1324	O33927	197	Hamap	MF_00015	LexA repressor [lexA].	3	197	32.49836	IPR006200	Transcription regulator LexA	GO:0004252(InterPro)|GO:0009432(InterPro)|GO:0045892(InterPro)
ENTRAF1324	O33927	197	Pfam	PF00717	Peptidase S24-like	76	191	2.20E-31	IPR015927	Peptidase S24/S26A/S26B/S26C	-
ENTRAF1324	O33927	197	Gene3D	G3DSA:2.10.109.10	"Umud Fragment, subunit A"	79	197	4.30E-39	-	-	-
ENTRAF1324	O33927	197	PRINTS	PR00726	Repressor LexA serine protease (S24) family signature	122	133	3.00E-11	IPR006197	"Peptidase S24, LexA-like"	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF1324	O33927	197	PRINTS	PR00726	Repressor LexA serine protease (S24) family signature	150	162	3.00E-11	IPR006197	"Peptidase S24, LexA-like"	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF1324	O33927	197	PRINTS	PR00726	Repressor LexA serine protease (S24) family signature	111	121	3.00E-11	IPR006197	"Peptidase S24, LexA-like"	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF1325	A0A1X3HXW2	202	PRINTS	PR00726	Repressor LexA serine protease (S24) family signature	122	133	2.40E-14	IPR006197	"Peptidase S24, LexA-like"	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF1325	A0A1X3HXW2	202	PRINTS	PR00726	Repressor LexA serine protease (S24) family signature	111	121	2.40E-14	IPR006197	"Peptidase S24, LexA-like"	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF1325	A0A1X3HXW2	202	PRINTS	PR00726	Repressor LexA serine protease (S24) family signature	150	162	2.40E-14	IPR006197	"Peptidase S24, LexA-like"	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF1325	A0A1X3HXW2	202	FunFam	G3DSA:1.10.10.10:FF:000009	LexA repressor	1	69	1.30E-36	-	-	-
ENTRAF1325	A0A1X3HXW2	202	Gene3D	G3DSA:1.10.10.10	-	1	70	1.40E-25	IPR036388	Winged helix-like DNA-binding domain superfamily	-
ENTRAF1325	A0A1X3HXW2	202	NCBIfam	TIGR00498	transcriptional repressor LexA	1	199	4.40E-83	IPR006200	Transcription regulator LexA	GO:0004252(InterPro)|GO:0009432(InterPro)|GO:0045892(InterPro)
ENTRAF1325	A0A1X3HXW2	202	Pfam	PF01726	LexA DNA binding domain	1	65	4.70E-28	IPR006199	"LexA repressor, DNA-binding domain"	GO:0004252(InterPro)|GO:0006508(InterPro)
ENTRAF1325	A0A1X3HXW2	202	SUPERFAMILY	SSF46785	Winged helix DNA-binding domain	3	70	6.28E-21	IPR036390	Winged helix DNA-binding domain superfamily	-
ENTRAF1325	A0A1X3HXW2	202	PANTHER	PTHR33516	LEXA REPRESSOR	1	199	3.10E-80	IPR050077	LexA repressor	-
ENTRAF1325	A0A1X3HXW2	202	FunFam	G3DSA:2.10.109.10:FF:000001	LexA repressor	75	199	3.30E-58	-	-	-
ENTRAF1325	A0A1X3HXW2	202	SUPERFAMILY	SSF51306	LexA/Signal peptidase	76	198	1.27E-38	IPR036286	LexA/Signal peptidase-like superfamily	-
ENTRAF1325	A0A1X3HXW2	202	Gene3D	G3DSA:2.10.109.10	"Umud Fragment, subunit A"	75	202	2.20E-42	-	-	-
ENTRAF1325	A0A1X3HXW2	202	CDD	cd06529	S24_LexA-like	111	180	4.12E-22	IPR039418	LexA-like	-
ENTRAF1325	A0A1X3HXW2	202	Hamap	MF_00015	LexA repressor [lexA].	3	199	32.817078	IPR006200	Transcription regulator LexA	GO:0004252(InterPro)|GO:0009432(InterPro)|GO:0045892(InterPro)
ENTRAF1325	A0A1X3HXW2	202	Pfam	PF00717	Peptidase S24-like	77	193	3.70E-33	IPR015927	Peptidase S24/S26A/S26B/S26C	-
ENTRAF1326	C3SHL2	202	PRINTS	PR00726	Repressor LexA serine protease (S24) family signature	122	133	2.40E-14	IPR006197	"Peptidase S24, LexA-like"	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF1326	C3SHL2	202	PRINTS	PR00726	Repressor LexA serine protease (S24) family signature	111	121	2.40E-14	IPR006197	"Peptidase S24, LexA-like"	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF1326	C3SHL2	202	PRINTS	PR00726	Repressor LexA serine protease (S24) family signature	150	162	2.40E-14	IPR006197	"Peptidase S24, LexA-like"	GO:0003677(InterPro)|GO:0006355(InterPro)
ENTRAF1326	C3SHL2	202	FunFam	G3DSA:1.10.10.10:FF:000009	LexA repressor	1	69	1.30E-36	-	-	-
ENTRAF1326	C3SHL2	202	Gene3D	G3DSA:1.10.10.10	-	1	70	1.40E-25	IPR036388	Winged helix-like DNA-binding domain superfamily	-
ENTRAF1326	C3SHL2	202	NCBIfam	TIGR00498	transcriptional repressor LexA	1	199	4.40E-83	IPR006200	Transcription regulator LexA	GO:0004252(InterPro)|GO:0009432(InterPro)|GO:0045892(InterPro)
ENTRAF1326	C3SHL2	202	Pfam	PF01726	LexA DNA binding domain	1	65	4.70E-28	IPR006199	"LexA repressor, DNA-binding domain"	GO:0004252(InterPro)|GO:0006508(InterPro)
ENTRAF1326	C3SHL2	202	SUPERFAMILY	SSF46785	Winged helix DNA-binding domain	3	70	6.28E-21	IPR036390	Winged helix DNA-binding domain superfamily	-
ENTRAF1326	C3SHL2	202	PANTHER	PTHR33516	LEXA REPRESSOR	1	199	3.10E-80	IPR050077	LexA repressor	-
ENTRAF1326	C3SHL2	202	FunFam	G3DSA:2.10.109.10:FF:000001	LexA repressor	75	199	3.30E-58	-	-	-
ENTRAF1326	C3SHL2	202	SUPERFAMILY	SSF51306	LexA/Signal peptidase	76	198	1.27E-38	IPR036286	LexA/Signal peptidase-like superfamily	-
ENTRAF1326	C3SHL2	202	Gene3D	G3DSA:2.10.109.10	"Umud Fragment, subunit A"	75	202	2.20E-42	-	-	-
ENTRAF1326	C3SHL2	202	CDD	cd06529	S24_LexA-like	111	180	4.12E-22	IPR039418	LexA-like	-
ENTRAF1326	C3SHL2	202	Hamap	MF_00015	LexA repressor [lexA].	3	199	32.817078	IPR006200	Transcription regulator LexA	GO:0004252(InterPro)|GO:0009432(InterPro)|GO:0045892(InterPro)
ENTRAF1326	C3SHL2	202	Pfam	PF00717	Peptidase S24-like	77	193	3.70E-33	IPR015927	Peptidase S24/S26A/S26B/S26C	-
ENTRAF1327	Q9WXC7	294	PANTHER	PTHR30346	TRANSCRIPTIONAL DUAL REGULATOR HCAR-RELATED	1	292	1.00E-64	-	-	GO:0003700(PANTHER)|GO:0006355(PANTHER)|GO:0032993(PANTHER)
ENTRAF1327	Q9WXC7	294	Pfam	PF00126	"Bacterial regulatory helix-turn-helix protein, lysR family"	3	62	3.00E-20	IPR000847	"Transcription regulator HTH, LysR"	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF1327	Q9WXC7	294	PRINTS	PR00039	LysR bacterial regulatory protein HTH signature	39	50	7.90E-08	IPR000847	"Transcription regulator HTH, LysR"	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF1327	Q9WXC7	294	PRINTS	PR00039	LysR bacterial regulatory protein HTH signature	18	29	7.90E-08	IPR000847	"Transcription regulator HTH, LysR"	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF1327	Q9WXC7	294	PRINTS	PR00039	LysR bacterial regulatory protein HTH signature	29	39	7.90E-08	IPR000847	"Transcription regulator HTH, LysR"	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF1327	Q9WXC7	294	FunFam	G3DSA:1.10.10.10:FF:000001	LysR family transcriptional regulator	1	87	1.10E-26	-	-	-
ENTRAF1327	Q9WXC7	294	SUPERFAMILY	SSF53850	Periplasmic binding protein-like II	90	292	9.31E-27	-	-	-
ENTRAF1327	Q9WXC7	294	CDD	cd08486	PBP2_CbnR	91	288	1.03E-135	-	-	-
ENTRAF1327	Q9WXC7	294	SUPERFAMILY	SSF46785	Winged helix DNA-binding domain	1	78	2.04E-23	IPR036390	Winged helix DNA-binding domain superfamily	-
ENTRAF1327	Q9WXC7	294	Gene3D	G3DSA:3.40.190.10	-	162	267	2.70E-60	-	-	-
ENTRAF1327	Q9WXC7	294	Gene3D	G3DSA:1.10.10.10	-	1	87	1.70E-28	IPR036388	Winged helix-like DNA-binding domain superfamily	-
ENTRAF1327	Q9WXC7	294	Pfam	PF03466	LysR substrate binding domain	87	291	1.70E-25	IPR005119	"LysR, substrate-binding"	-
ENTRAF1327	Q9WXC7	294	Gene3D	G3DSA:3.40.190.10	-	88	286	2.70E-60	-	-	-
ENTRAF1327	Q9WXC7	294	ProSiteProfiles	PS50931	LysR-type HTH domain profile.	1	58	36.346897	IPR000847	"Transcription regulator HTH, LysR"	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF1328	Q7WT50	301	CDD	cd08459	PBP2_DntR_NahR_LinR_like	98	298	1.59E-102	-	-	-
ENTRAF1328	Q7WT50	301	Gene3D	G3DSA:3.40.190.10	-	91	293	7.20E-79	-	-	-
ENTRAF1328	Q7WT50	301	PRINTS	PR00039	LysR bacterial regulatory protein HTH signature	44	55	1.20E-06	IPR000847	"Transcription regulator HTH, LysR"	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF1328	Q7WT50	301	PRINTS	PR00039	LysR bacterial regulatory protein HTH signature	34	44	1.20E-06	IPR000847	"Transcription regulator HTH, LysR"	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF1328	Q7WT50	301	PRINTS	PR00039	LysR bacterial regulatory protein HTH signature	23	34	1.20E-06	IPR000847	"Transcription regulator HTH, LysR"	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF1328	Q7WT50	301	Pfam	PF03466	LysR substrate binding domain	96	297	6.30E-20	IPR005119	"LysR, substrate-binding"	-
ENTRAF1328	Q7WT50	301	SUPERFAMILY	SSF53850	Periplasmic binding protein-like II	90	297	5.00E-41	-	-	-
ENTRAF1328	Q7WT50	301	Gene3D	G3DSA:1.10.10.10	-	1	88	1.50E-18	IPR036388	Winged helix-like DNA-binding domain superfamily	-
ENTRAF1328	Q7WT50	301	Pfam	PF00126	"Bacterial regulatory helix-turn-helix protein, lysR family"	8	66	1.30E-11	IPR000847	"Transcription regulator HTH, LysR"	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF1328	Q7WT50	301	PANTHER	PTHR30118	HTH-TYPE TRANSCRIPTIONAL REGULATOR LEUO-RELATED	2	300	4.50E-92	IPR050389	LysR-type Transcriptional Regulators	-
ENTRAF1328	Q7WT50	301	Gene3D	G3DSA:3.40.190.10	-	171	269	7.20E-79	-	-	-
ENTRAF1328	Q7WT50	301	ProSiteProfiles	PS50931	LysR-type HTH domain profile.	6	63	24.208736	IPR000847	"Transcription regulator HTH, LysR"	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF1328	Q7WT50	301	SUPERFAMILY	SSF46785	Winged helix DNA-binding domain	3	85	7.92E-18	IPR036390	Winged helix DNA-binding domain superfamily	-
ENTRAF1329	Q9I641	308	Gene3D	G3DSA:1.10.10.10	-	1	91	8.60E-22	IPR036388	Winged helix-like DNA-binding domain superfamily	-
ENTRAF1329	Q9I641	308	SUPERFAMILY	SSF53850	Periplasmic binding protein-like II	92	302	1.83E-44	-	-	-
ENTRAF1329	Q9I641	308	PANTHER	PTHR30118	HTH-TYPE TRANSCRIPTIONAL REGULATOR LEUO-RELATED	3	301	1.10E-92	IPR050389	LysR-type Transcriptional Regulators	GO:0006355(PANTHER)
ENTRAF1329	Q9I641	308	Gene3D	G3DSA:3.40.190.10	-	176	274	9.20E-76	-	-	-
ENTRAF1329	Q9I641	308	CDD	cd08468	PBP2_Pa0477	100	302	6.35E-101	-	-	-
ENTRAF1329	Q9I641	308	Gene3D	G3DSA:3.40.190.10	-	92	294	9.20E-76	-	-	-
ENTRAF1329	Q9I641	308	SUPERFAMILY	SSF46785	Winged helix DNA-binding domain	5	89	3.74E-18	IPR036390	Winged helix DNA-binding domain superfamily	-
ENTRAF1329	Q9I641	308	ProSiteProfiles	PS50931	LysR-type HTH domain profile.	8	65	23.084381	IPR000847	"Transcription regulator HTH, LysR"	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF1329	Q9I641	308	Pfam	PF03466	LysR substrate binding domain	95	300	1.10E-23	IPR005119	"LysR, substrate-binding"	-
ENTRAF1329	Q9I641	308	Pfam	PF00126	"Bacterial regulatory helix-turn-helix protein, lysR family"	10	69	1.40E-10	IPR000847	"Transcription regulator HTH, LysR"	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF1330	Q8VUD7	301	CDD	cd08459	PBP2_DntR_NahR_LinR_like	98	298	2.65E-102	-	-	-
ENTRAF1330	Q8VUD7	301	PRINTS	PR00039	LysR bacterial regulatory protein HTH signature	44	55	1.20E-06	IPR000847	"Transcription regulator HTH, LysR"	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF1330	Q8VUD7	301	PRINTS	PR00039	LysR bacterial regulatory protein HTH signature	34	44	1.20E-06	IPR000847	"Transcription regulator HTH, LysR"	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF1330	Q8VUD7	301	PRINTS	PR00039	LysR bacterial regulatory protein HTH signature	23	34	1.20E-06	IPR000847	"Transcription regulator HTH, LysR"	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF1330	Q8VUD7	301	SUPERFAMILY	SSF53850	Periplasmic binding protein-like II	90	297	6.08E-41	-	-	-
ENTRAF1330	Q8VUD7	301	Gene3D	G3DSA:1.10.10.10	-	1	88	1.50E-18	IPR036388	Winged helix-like DNA-binding domain superfamily	-
ENTRAF1330	Q8VUD7	301	Pfam	PF03466	LysR substrate binding domain	96	297	5.50E-20	IPR005119	"LysR, substrate-binding"	-
ENTRAF1330	Q8VUD7	301	Gene3D	G3DSA:3.40.190.10	-	91	293	9.80E-79	-	-	-
ENTRAF1330	Q8VUD7	301	Pfam	PF00126	"Bacterial regulatory helix-turn-helix protein, lysR family"	8	66	1.30E-11	IPR000847	"Transcription regulator HTH, LysR"	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF1330	Q8VUD7	301	Gene3D	G3DSA:3.40.190.10	-	171	269	9.80E-79	-	-	-
ENTRAF1330	Q8VUD7	301	PANTHER	PTHR30118	HTH-TYPE TRANSCRIPTIONAL REGULATOR LEUO-RELATED	2	300	3.20E-92	IPR050389	LysR-type Transcriptional Regulators	-
ENTRAF1330	Q8VUD7	301	ProSiteProfiles	PS50931	LysR-type HTH domain profile.	6	63	24.208736	IPR000847	"Transcription regulator HTH, LysR"	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF1330	Q8VUD7	301	SUPERFAMILY	SSF46785	Winged helix DNA-binding domain	3	85	7.92E-18	IPR036390	Winged helix DNA-binding domain superfamily	-
ENTRAF1331	P94678	298	PRINTS	PR00039	LysR bacterial regulatory protein HTH signature	29	39	5.40E-08	IPR000847	"Transcription regulator HTH, LysR"	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF1331	P94678	298	PRINTS	PR00039	LysR bacterial regulatory protein HTH signature	18	29	5.40E-08	IPR000847	"Transcription regulator HTH, LysR"	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF1331	P94678	298	PRINTS	PR00039	LysR bacterial regulatory protein HTH signature	39	50	5.40E-08	IPR000847	"Transcription regulator HTH, LysR"	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF1331	P94678	298	SUPERFAMILY	SSF53850	Periplasmic binding protein-like II	89	294	5.34E-34	-	-	-
ENTRAF1331	P94678	298	Pfam	PF00126	"Bacterial regulatory helix-turn-helix protein, lysR family"	3	62	6.20E-16	IPR000847	"Transcription regulator HTH, LysR"	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF1331	P94678	298	Pfam	PF03466	LysR substrate binding domain	87	293	6.20E-29	IPR005119	"LysR, substrate-binding"	-
ENTRAF1331	P94678	298	Gene3D	G3DSA:3.40.190.10	-	249	298	8.30E-09	-	-	-
ENTRAF1331	P94678	298	Gene3D	G3DSA:3.40.190.10	-	90	199	6.40E-36	-	-	-
ENTRAF1331	P94678	298	FunFam	G3DSA:1.10.10.10:FF:000001	LysR family transcriptional regulator	1	84	5.90E-22	-	-	-
ENTRAF1331	P94678	298	SUPERFAMILY	SSF46785	Winged helix DNA-binding domain	1	110	6.76E-24	IPR036390	Winged helix DNA-binding domain superfamily	-
ENTRAF1331	P94678	298	ProSiteProfiles	PS50931	LysR-type HTH domain profile.	1	58	30.282646	IPR000847	"Transcription regulator HTH, LysR"	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF1331	P94678	298	Gene3D	G3DSA:1.10.10.10	-	1	89	2.90E-25	IPR036388	Winged helix-like DNA-binding domain superfamily	-
ENTRAF1331	P94678	298	PANTHER	PTHR30419	HTH-TYPE TRANSCRIPTIONAL REGULATOR YBHD	1	295	6.90E-62	IPR050950	HTH-type LysR transcriptional regulators	GO:0005829(PANTHER)|GO:0006355(PANTHER)
ENTRAF1332	Q9I6S0	306	PRINTS	PR00039	LysR bacterial regulatory protein HTH signature	42	53	7.70E-08	IPR000847	"Transcription regulator HTH, LysR"	GO:0003700(InterPro)|GO:0006355(InterPro)
ENTRAF1332	Q9I6S0	306	PRINTS	PR00039	LysR bacterial regulatory protein HTH signature	21	32	7.70E-08	IPR000847	"Transcription regulator HTH, LysR"	GO:0003700(InterPro)|GO:0006355(InterPro)
